card,income,share,expenditure,reports_equal and greater then 4,reports_less than 4,age_18~30,age_30~50,age_50~,owner_no,owner_yes,selfemp_no,selfemp_yes,dependents_0~1,dependents_1~,months_60~,months_~50,majorcards_0,majorcards_>=1,majorcards_0,majorcards_>=1
True,-0.8951329548480732,0.02532014,-0.6573623280451318,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
True,-0.049265788484467624,0.1567194,1.3922755498554769,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
False,-0.08532765608182481,0.0003809523999999,-0.8906079685332026,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
True,-0.5784376336080842,0.2298219999999999,2.1292562515406743,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
True,-0.1935132588738957,0.08901566,0.32525731770515,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,0.19682039599989626,0.1834562,2.0668160394915325,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
False,-0.7095585841920742,0.000525279,-0.8906079685332026,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
True,1.7538275913833818,0.1197418999999999,2.21694703969901,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
True,0.1671054170996742,0.1181043,0.9914428694439013,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,0.9604665042415277,0.1057438999999999,1.3240717856301216,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True
True,-0.1935132588738957,0.124375,0.8082303145186721,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
True,-0.49282675993195874,0.02505764,-0.5975131192650447,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-1.268156913275134,0.05125828,-0.5413928178318774,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
True,-1.0229362136131064,0.1075816,0.015557493772143896,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
True,-0.48200819965275155,0.004807692,-0.8382484654831222,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
False,-1.0589980812104633,0.0006666667,-0.8906079685332026,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True
True,-0.9147506108210355,0.192044,0.8549577578659724,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
False,-0.00397208278218743,0.0003677823,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
True,-0.6623175376395365,0.04285106,-0.43667378987731464,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
True,2.402941208135807,0.1105849,2.4701663470173365,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
False,0.2392291522943882,0.0003333333,-0.8906079685332026,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False
True,-0.9147506108210355,0.0559685,-0.3814140601602109,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-1.1311218164051775,0.07420824,-0.3166840531380373,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.3377607292633238,0.014875,-0.7041626011872079,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True
True,-0.6262556700421796,0.02071958,-0.6655667983844371,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.1935132588738957,0.068022,0.03759383370230067,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
True,1.1047139746309558,0.2298219999999999,2.4701663470173365,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
True,-0.06369053552341043,0.2298219999999999,2.4701663470173365,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False
False,-1.0589980812104633,0.0006666667,-0.8906079685332026,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False
True,-1.2753692867946054,0.02655333,-0.711538461873423,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.1935132588738957,0.0384529999999999,-0.3671996292617675,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
True,-0.7128041522758365,0.01492807,-0.7388291464124191,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True
True,-0.3377607292633238,0.0921725,0.2844442219080927,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.4098844644580375,0.03544926,-0.4561925573292484,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
False,1.1768377098256702,0.000244898,-0.8906079685332026,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True
False,-0.5541319348474656,0.0004799999999999,-0.8906079685332026,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False
True,1.9701987969675236,0.06123966,0.781426983145017,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True
True,0.45560035787853004,0.03221615,-0.31946611851686757,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
False,1.3210851802150976,0.0002352941,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.14014169482980748,0.2298219999999999,2.4701663470173365,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.584063284953272,0.1503596,0.7924497971705274,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
True,-0.9147506108210355,0.111812,0.12755201607158428,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.014646395591004885,0.02089871,-0.5838313347801563,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False
True,-0.3918535306593591,0.05719193,-0.1837639408917791,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
True,-0.7705031404316074,0.05078546,-0.3819103189943805,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True
False,0.5998478282679578,0.0002926829,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
True,0.34741475508645914,0.09367893,0.7083873861097585,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.28006174110755255,0.04106146,-0.35263913390712787,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.5180700672501087,0.04792941,-0.33505103896681476,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
False,0.5277240930732441,0.0003,-0.8906079685332026,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
True,-0.4531587055748659,0.02984697,-0.5341262291558285,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True
True,-1.1671836840025345,0.07904787,-0.29721997632719177,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.6262556700421796,0.02494458,-0.6198547105556007,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
False,0.31849313727337897,0.0003234589,-0.8906079685332026,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
True,2.402941208135807,0.03904502,0.39646169132966796,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
False,0.8061217109248401,0.0002735978,-0.8906079685332026,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
False,0.022857946710246095,0.0003636364,-0.8906079685332026,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False
False,-0.6954944558291049,0.0005208334,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
False,0.657546816423729,0.0002870813,-0.8906079685332026,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True
False,-0.563147401746805,0.0004824120999999,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
False,-0.33379392382761447,0.0004277313,-0.8906079685332026,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
True,-0.6262556700421796,0.03435875,-0.5169841825610135,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
False,-1.2753692867946054,0.0008,-0.8906079685332026,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
False,2.402941208135807,0.0001428570999999,-0.8906079685332026,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
True,-1.232095045677777,0.0007692308,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,1.9701987969675236,0.09483,1.6999582124808161,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
True,0.2392291522943882,0.07804389,0.38813844231531236,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True
True,1.2489614450203839,0.1082892,1.5745958988176993,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
True,1.6095801209939538,0.05487727,0.48360120219671576,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
True,2.402941208135807,0.1101058999999999,2.4701663470173365,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
False,0.9244046366441708,0.0002637363,-0.8906079685332026,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
False,-0.26563699406860974,0.0004137930999999,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-1.0589980812104633,0.09848222,-0.08350687156433584,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
True,0.6719715634626722,0.04768381,0.0203201143352356,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
True,0.47002510491747285,0.2269911,2.4701663470173365,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,0.25726008609306666,0.03514566,-0.310541873446598,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
True,-0.5685566818864084,0.1313552,0.5925820024557735,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,2.402941208135807,0.07620686,2.4701663470173365,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
True,2.402941208135807,0.02186308,0.10827479439812279,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
True,-0.22957512647125256,0.03642203,-0.4023214563173361,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
True,1.2489614450203839,0.2298219999999999,2.4701663470173365,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.6262556700421796,0.1137675,0.351641590919818,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,2.402941208135807,0.01031111,-0.26001722774602404,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
False,0.5277240930732441,0.0003,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
True,0.45560035787853004,0.0916836,0.7373903630480583,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
True,-0.9147506108210355,0.0608075,-0.3373501220607106,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
True,-0.8065650080289646,0.03192233,-0.5808536725031287,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.1935132588738957,0.030976,-0.4679620270002242,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False
True,0.7440952986573859,0.03419023,-0.22123495225790468,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
False,2.402941208135807,0.0001200012,-0.8906079685332026,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True
True,-0.5541319348474656,0.0067932,-0.8173820627206108,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.1935132588738957,0.05111367,-0.1938120485866075,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True
True,-0.48200819965275155,0.004230769,-0.8450779661185065,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
True,-1.1599713104830631,0.0568759,-0.4621068502434862,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True
True,0.888342769046814,0.0032,-0.8295977446450999,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
True,1.2489614450203839,0.0316508,-0.17007762161846876,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-1.1022723223272919,0.1919466,0.6282139658908028,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-1.004905279814428,0.08070774,-0.20207137347501605,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
True,-0.1935132588738957,0.095609,0.41440470175900074,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False
False,0.6719715634626722,0.0002857143,-0.8906079685332026,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False
False,1.1768377098256702,0.000244898,-0.8906079685332026,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False
True,-0.8209897550679074,0.02122066,-0.6879994678954665,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
False,-1.1311218164051775,0.0007058823,-0.8906079685332026,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False
True,-1.1455465634441202,0.1119048,-0.035099371060730994,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
False,-0.4531587055748659,0.0004545455,-0.8906079685332026,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True
True,-0.937830206083344,0.006455285,-0.8373196533967099,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
True,0.022857946710246095,0.03947758,-0.298371703314343,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-1.2107464200601417,0.2052491,0.5930507793793863,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True
True,0.2392291522943882,0.01785056,-0.5993889372275619,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False
True,-0.1935132588738957,0.1130587,0.6532050209758525,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
True,0.383476622683816,0.08315605,0.5481082943181502,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
True,0.06613218782707452,0.002625298,-0.8549989522203081,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
False,-0.683666163257172,0.0005171522,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
True,2.402941208135807,0.006685513,-0.655459137444068,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
True,-0.5541319348474656,0.0356228,-0.4874079100213771,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
True,-1.2753692867946054,0.0128,-0.8063774424847929,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,0.22639112742972894,0.1049978,0.8214249097462349,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
True,0.5277240930732441,0.01795825,-0.5671946712323599,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
True,2.402941208135807,0.03142812,0.07097206192765315,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
True,0.7440952986573859,0.03620279,-0.18365466888161291,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True
True,0.1671054170996742,0.01055514,-0.7246829558843246,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
False,0.4916622254758872,0.0003037975,-0.8906079685332026,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
False,0.5277240930732441,0.0003,-0.8906079685332026,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
True,-0.6262556700421796,0.2298219999999999,1.629532401928732,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
True,-0.4098844644580375,0.08877037,0.20065499087273925,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
True,2.402941208135807,0.007129848,-0.6790892642785032,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True
True,-0.4098844644580375,0.04111704,-0.3865179372110515,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,0.5998478282679578,0.04264756,-0.09631409751585952,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,2.402941208135807,0.06251058,1.2998133993732361,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True
True,-0.3377607292633238,0.05955571,-0.1327339121441867,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.10696477664023886,0.04245641,-0.2879548025852039,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True
True,-0.6983794052368937,0.02855478,-0.5920403945438883,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,0.2897157669306879,0.001798365,-0.8655664680246598,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
False,2.3308174729410935,0.0001846154,-0.8906079685332026,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
True,-0.5108576937306372,0.1502422,0.8605672365078518,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,0.1671054170996742,0.067888,0.19076587395270259,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
True,-0.02041629440658201,0.02563117,-0.5143252667376406,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,0.15268067006073138,0.05121034,-0.0805745571715272,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
True,-0.23822997469461826,0.02812798,-0.5161692319091944,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
False,-0.5721628686461441,0.0004848484999999,-0.8906079685332026,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
False,-0.10696477664023886,0.0003846154,-0.8906079685332026,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
False,-0.5541319348474656,0.0004799999999999,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
True,-0.1935132588738957,0.04865566,-0.22647563786547326,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
True,1.9701987969675236,0.017262,-0.41949989049153635,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
True,-0.48200819965275155,0.04854384,-0.316410873112622,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
True,0.45560035787853004,0.01830487,-0.568305639759719,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
False,-0.5541319348474656,0.0004799999999999,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
False,0.022857946710246095,0.0003636364,-0.8906079685332026,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False
True,1.9016812485325456,0.0251939,-0.2137132134381177,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
True,2.402941208135807,0.01210897,-0.46148771503388486,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
False,-0.871476369704207,0.0005825243,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
True,1.751303260651567,0.008123409,-0.682649674185747,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False
True,-0.799352634509493,0.02572685,-0.6385083168670439,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True
False,0.9604665042415277,0.0002608696,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
True,0.1671054170996742,0.090862,0.5573237492955128,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True
True,-0.5180700672501087,0.03532235,-0.482331296337073,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
True,-1.0970794133932724,0.07401385,-0.3018274306358475,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False
True,-0.9508124784183926,0.004564103,-0.8550945652292036,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True
True,1.2489614450203839,0.0501734,0.2515894066114362,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
True,-0.2731378625288598,0.08017754,0.16423572260446276,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
True,-0.4098844644580375,0.06417074,-0.10175038002162555,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True
True,0.5277240930732441,0.1076916999999999,1.0706743649352248,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.6983794052368937,0.0309899999999999,-0.5674496574680825,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.6262556700421796,0.0005,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
False,-0.48200819965275155,0.0004615385,-0.8906079685332026,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
True,-0.6262556700421796,0.2298219999999999,1.6510316699289218,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True
True,-0.5397071878085228,0.06781389,-0.11345177323026773,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False
True,-1.232095045677777,0.2298219999999999,1.8510404255367903,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False
True,-0.6262556700421796,0.04437958,-0.4065739405009671,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True
True,-0.9147506108210355,0.1700255,0.6549123961346986,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.49643294669169435,0.1680208999999999,1.0826352791680116,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.08532765608182481,0.05726571,-0.07010247407725405,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False
True,-0.6983794052368937,0.04004043,-0.47404033720172145,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False
True,0.9965283718388852,0.01516022,-0.5723760221384081,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
True,-0.10696477664023886,0.03396795,-0.40853630189553586,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True
True,-0.9147506108210355,0.0048,-0.851907466753891,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
False,-0.5180700672501087,0.0004705882,-0.8906079685332026,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False
True,-0.5829814289253512,0.1409972,0.6886140695101427,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,0.383476622683816,0.03251895,-0.32798441806936984,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
True,-0.45517817016031803,0.006635826,-0.8145728432472542,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
True,2.402941208135807,0.1099579999999999,2.4701663470173365,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False
False,-0.3377607292633238,0.0004285714,-0.8906079685332026,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False
False,-0.08713074946169262,0.000381255,-0.8906079685332026,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False
False,1.9701987969675236,0.0002,-0.8906079685332026,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True
True,-0.013203920887110764,0.0312399999999999,-0.43016303569558484,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,0.758520045696329,0.03697246,-0.1647642701241397,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False
True,-0.5541319348474656,0.0767256,-0.018644645409861233,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.1935132588738957,0.054018,-0.15277603788881133,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
True,0.1671054170996742,0.08595,0.47813760168840824,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True
True,0.9316170101636421,0.04965899,0.1399407302241717,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
True,-0.3666102233412094,0.01036232,-0.7635792567150523,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
True,-0.5288886275293156,0.1013325,0.2789576742776503,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True
False,-0.0212817792289188,0.0003705076,-0.8906079685332026,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
